id,japanese,hiragana,kanji_references,romaji,english,category,jlpt_level,example_japanese,example_english,notes,part_of_speech,part_of_speech_references,frequency,pitch_accent
voc1198,共同,きょうどう,k0313,kyodo,joint; cooperative,abstract,N3,共同で作業を進めた。,We carried out the work jointly.,,noun,,high,LHHL
voc1199,得意,とくい,k0314,tokui,good at; specialty,abstract,N3,料理が得意だ。,I'm good at cooking.,,adjective,,very high,LHL
voc1200,得る,える,k0314,eru,to get; to obtain,action,N3,経験から多くを得ることができた。,I was able to gain a lot from the experience.,,verb,,very high,H
voc1201,納得,なっとく,k0314,nattoku,understanding; agreement,abstract,N3,彼の説明に納得した。,I was convinced by his explanation.,also uses k0258,noun,,high,LHHL
voc1202,交通,こうつう,k0315,kotsu,traffic; transportation,society,N3,交通渋滞がひどい。,The traffic jam is terrible.,,noun,,very high,LHHL
voc1203,交換,こうかん,k0315,koken,exchange; swap,action,N3,名刺を交換した。,I exchanged business cards.,,noun,,high,LHHL
voc1204,外交,がいこう,k0315,gaiko,diplomacy,society,N3,二国間の外交関係が改善された。,The diplomatic relations between the two countries improved.,also uses k0035,noun,,medium,LHL
voc1205,予定,よてい,k0316,yotei,schedule; plan,time,N3,明日の予定を確認した。,I confirmed tomorrow's schedule.,,noun,,very high,LHL
voc1206,予想,よそう,k0316,yoso,expectation; prediction,abstract,N3,予想外の結果だった。,It was an unexpected result.,also uses k0365,noun,,very high,LHL
voc1207,予習,よしゅう,k0316,yoshu,preparation; advance study,education,N3,授業の予習をしておいた。,I prepared for class in advance.,,noun,,high,LHL
voc1208,向き,むき,k0317,muki,direction; suitability,position,N3,この仕事は彼に向きだ。,This job is suitable for him.,,noun,,high,LH
voc1209,方向,ほうこう,k0317,hoko,direction,position,N3,どちらの方向ですか？,Which direction is it?,,noun,,very high,LHHL
voc1210,前向き,まえむき,k0317,maemuki,positive; forward-looking,abstract,N3,前向きな姿勢が大切だ。,A positive attitude is important.,also uses k0020,noun,,high,LHHL
voc1211,勝つ,かつ,k0318,katsu,to win,action,N3,試合に勝ちたい。,I want to win the match.,,verb,,very high,LH
voc1212,勝負,しょうぶ,k0318,shobu,match; contest,action,N3,勝負は時の運だ。,Victory is up to fate.,,noun,,high,LHL
voc1213,優勝,ゆうしょう,k0318,yusho,championship; first place,action,N3,大会で優勝した。,We won the championship.,also uses k0499,noun,,very high,LHHL
voc1214,面白い,おもしろい,k0319,omoshiroi,interesting; funny,feeling,N3,この本はとても面白い。,This book is very interesting.,,adjective,,very high,LHHHL
voc1215,場面,ばめん,k0319,bamen,scene; situation,abstract,N3,その場面は印象的だった。,That scene was impressive.,,noun,,high,LHL
voc1216,表面,ひょうめん,k0319,hyomen,surface,abstract,N3,表面は滑らかだ。,The surface is smooth.,also uses k0286,noun,,high,LHHL
voc1217,告げる,つげる,k0320,tsugeru,to inform; to tell,action,N3,彼に真実を告げた。,I told him the truth.,,verb,,medium,LHL
voc1218,報告,ほうこく,k0320,hokoku,report; notification,action,N3,上司に結果を報告した。,I reported the results to my supervisor.,also uses k0469,noun,,very high,LHHL
voc1219,広告,こうこく,k0320,koko,advertisement,abstract,N3,テレビの広告が多い。,There are many TV advertisements.,,noun,,very high,LHHL
voc1220,反省,はんせい,k0321,hansei,reflection; remorse,abstract,N3,自分の行動を反省した。,I reflected on my actions.,,noun,,very high,LHHL
voc1221,反応,はんのう,k0321,hanno,reaction; response,abstract,N3,薬の反応を調べた。,I examined the reaction to the medicine.,,noun,,very high,LHHL
voc1222,違反,いはん,k0321,ihan,violation; infringement,society,N3,交通違反をしてしまった。,I committed a traffic violation.,also uses k0502,noun,,high,LHL
voc1223,参加,さんか,k0322,sanka,participation,action,N3,会議に参加してください。,Please participate in the meeting.,also uses k0303,noun,,very high,LHL
voc1224,参考,さんこう,k0322,sanko,reference; consultation,education,N3,この本を参考にしてください。,Please use this book as a reference.,,noun,,very high,LHHL
voc1225,参拝,さんぱい,k0322,sanpai,visit to a shrine or temple,religion,N3,神社に参拝した。,I visited the shrine.,also uses k0358,noun,,medium,LHHL
voc1226,利用,りよう,k0323,riyo,use; utilization,action,N3,図書館をよく利用する。,I often use the library.,,noun,,very high,LHL
voc1227,利益,りえき,k0323,rieki,profit; benefit,economy,N3,会社の利益が増えた。,The company's profits increased.,,noun,,very high,LHL
voc1228,有利,ゆうり,k0323,yuri,advantageous,abstract,N3,今の状況は有利だ。,The current situation is advantageous.,,adjective,,high,LHL
voc1229,組む,くむ,k0324,kumu,to form; to assemble,action,N3,チームを組んで作業した。,I worked in a team.,,verb,,high,LH
voc1230,組合,くみあい,k0324,kumiai,union; association,society,N3,労働組合に入っている。,I'm a member of a labor union.,also uses k0368,noun,,high,LHHL
voc1231,番組,ばんぐみ,k0324,bangumi,TV/radio program,art,N3,好きな番組を録画した。,I recorded my favorite program.,also uses k0359,noun,,very high,LHHL
voc1232,信じる,しんじる,k0325,shinjiru,to believe; to trust,abstract,N3,彼の言葉を信じる。,I believe his words.,,verb,,very high,LHHL
voc1233,信頼,しんらい,k0325,shinrai,trust; confidence,abstract,N3,信頼できる友人がいる。,I have a trustworthy friend.,,noun,,very high,LHL
voc1234,自信,じしん,k0325,jishin,self-confidence,feeling,N3,もっと自信を持ってください。,Please have more self-confidence.,,noun,,very high,LHL
voc1235,側面,そくめん,k0326,sokumen,side; aspect,abstract,N3,問題の側面を分析した。,I analyzed aspects of the problem.,,noun,,medium,LHHL
voc1236,両側,りょうがわ,k0326,ryogawa,both sides,position,N3,道の両側に木が植えてある。,Trees are planted on both sides of the road.,also uses k0337,noun,,high,LHHL
voc1237,左側,ひだりがわ,k0326,hidari-gawa,left side,position,N3,左側を歩いてください。,Please walk on the left side.,,noun,,high,LHHHL
voc1238,求める,もとめる,k0327,motomeru,to seek; to demand,action,N3,より良い生活を求めている。,I'm seeking a better life.,,verb,,very high,LHHL
voc1239,要求,ようきゅう,k0327,yokyu,demand; request,abstract,N3,彼の要求に応えた。,I responded to his demands.,also uses k0295,noun,,high,LHHL
voc1240,追求,ついきゅう,k0327,tsukyu,pursuit; chase,action,N3,夢を追求し続けている。,I continue to pursue my dream.,also uses k0371,noun,,high,LHHL
voc1241,次,つぎ,k0328,tsugi,next,time,N3,次の電車は何時ですか？,What time is the next train?,,noun,,very high,LH
voc1242,次第,しだい,k0328,shidai,depending on; as soon as,abstract,N3,結果次第で次の行動が変わる。,The next action depends on the result.,,noun,,high,LHL
voc1243,目次,もくじ,k0328,mokuji,table of contents,abstract,N3,本の目次を見た。,I looked at the table of contents of the book.,,noun,,medium,LHL
voc1244,昨日,きのう,k0329,kino,yesterday,time,N3,昨日は映画を見た。,I watched a movie yesterday.,,noun,,very high,LHL
voc1245,昨年,さくねん,k0329,sakunen,last year,time,N3,昨年の今頃は旅行中だった。,Around this time last year I was traveling.,,noun,,very high,LHL
voc1246,一昨日,おととい,k0329,ototoi,the day before yesterday,time,N3,一昨日に荷物が届いた。,The package arrived the day before yesterday.,,noun,,high,LHHHL
voc1247,官僚,かんりょう,k0330,kanryo,bureaucrat; government official,society,N3,官僚制度には問題がある。,There are problems with the bureaucratic system.,,noun,,medium,LHHL
voc1248,警官,けいかん,k0330,keikan,police officer,people,N3,警官が事故現場に来た。,A police officer came to the accident scene.,also uses k0507,noun,,high,LHL
voc1249,官庁,かんちょう,k0330,kancho,government office,society,N3,官庁で手続きをした。,I completed the procedure at the government office.,,noun,,medium,LHL
voc1250,係員,かかりいん,k0331,kakariin,person in charge; staff,people,N3,係員に質問した。,I asked a question to the staff member.,,noun,,medium,LHHHL
voc1251,関係,かんけい,k0331,kankei,relationship,abstract,N3,二人はどんな関係ですか？,What kind of relationship do the two have?,also uses k0283,noun,,very high,LHL
voc1252,感じる,かんじる,k0332,kanjiru,to feel,feeling,N3,春の暖かさを感じる。,I feel the warmth of spring.,,verb,,very high,LHHL
voc1253,感動,かんどう,k0332,kando,deep emotion; being moved,feeling,N3,その映画に感動した。,I was deeply moved by that movie.,,noun,,very high,LHHL
voc1254,感謝,かんしゃ,k0332,kansha,gratitude; thanks,feeling,N3,助けてくれてありがとう。感謝します。,Thank you for helping me. I'm grateful.,,noun,,very high,LHHL
voc1255,投げる,なげる,k0333,nageru,to throw,action,N3,ボールを投げた。,I threw the ball.,,verb,,very high,LHL
voc1256,投票,とうひょう,k0333,tohyo,voting; ballot,society,N3,選挙で投票した。,I voted in the election.,,noun,,high,LHHL
voc1257,投資,とうし,k0333,toshi,investment,economy,N3,株に投資している。,I'm investing in stocks.,,noun,,high,LH
voc1258,変わる,かわる,k0334,kawaru,to change,action,N3,気候が変わってきた。,The climate has been changing.,,verb,,very high,LHL
voc1259,変更,へんこう,k0334,henko,change; alteration,action,N3,計画を変更した。,I changed the plan.,,noun,,very high,LHHL
voc1260,大変,たいへん,k0334,taihen,very; difficult,abstract,N3,大変お世話になりました。,Thank you very much for your help.,,adverb,,very high,LHL
voc1261,打つ,うつ,k0335,utsu,to hit; to strike,action,N3,ホームランを打った。,I hit a home run.,,verb,,very high,LH
voc1262,打合せ,うちあわせ,k0335,uchiawase,meeting; briefing,action,N3,明日打合せがある。,There is a meeting tomorrow.,,noun,,high,LHHHL
voc1263,一打,いちだ,k0335,ichida,one stroke/hit,action,N3,一打で勝負が決まった。,The contest was decided by one hit.,,noun,,low,LHL
voc1264,直す,なおす,k0336,naosu,to fix; to correct,action,N3,壊れた椅子を直した。,I fixed the broken chair.,,verb,,very high,LHL
voc1265,直接,ちょくせつ,k0336,chokusetsu,direct; immediately,abstract,N3,直接話した方がいい。,It's better to talk directly.,,adverb,,very high,LHHL
voc1266,正直,しょうじき,k0336,shojiki,honest; honestly,abstract,N3,正直に答えてください。,Please answer honestly.,,adjective,,very high,LHHL
voc1267,両方,りょうほう,k0337,ryoho,both,abstract,N3,どちらが好きですか？両方好きです。,Which do you prefer? I like both.,,noun,,very high,LHHL
voc1268,両親,りょうしん,k0337,ryoshin,parents; both parents,people,N3,両親に感謝している。,I'm grateful to my parents.,,noun,,very high,LHHL
voc1269,式典,しきてん,k0338,shikiten,ceremony,action,N3,卒業式典に参加した。,I participated in the graduation ceremony.,,noun,,medium,LHHL
voc1270,正式,せいしき,k0338,seishiki,formal; official,abstract,N3,正式な手続きが必要だ。,A formal procedure is required.,,adjective,,high,LHHL
voc1271,方式,ほうしき,k0338,hoshiki,method; system,abstract,N3,新しい方式を導入した。,We introduced a new system.,,noun,,high,LHHL
voc1272,果たす,はたす,k0339,hatasu,to achieve; to fulfill,action,N3,責任を果たした。,I fulfilled my responsibility.,,verb,,high,LHL
voc1273,結果,けっか,k0339,kekka,result; outcome,abstract,N3,試験の結果はどうでしたか？,How were your exam results?,,noun,,very high,LHL
voc1274,効果,こうか,k0339,koka,effect; result,abstract,N3,この薬の効果がすぐに現れた。,The effect of this medicine appeared quickly.,,noun,,very high,LHL
voc1275,必ず,かならず,k0340,kanarazu,certainly; without fail,abstract,N3,必ず連絡してください。,Please contact me without fail.,,adverb,,very high,LHHL
voc1276,必死,ひっし,k0340,hisshi,desperate; frantic,abstract,N3,必死で練習した。,I practiced desperately.,,adjective,,high,LHL
voc1277,争う,あらそう,k0341,arasou,to compete; to dispute,action,N3,二人は賞を争っている。,The two are competing for the prize.,,verb,,high,LHHL
voc1278,競争,きょうそう,k0341,kyoso,competition,action,N3,激しい競争を勝ち抜いた。,I survived the intense competition.,,noun,,very high,LHHL
voc1279,争い,あらそい,k0341,arasoi,conflict; dispute,abstract,N3,争いを避けることが大切だ。,It's important to avoid conflict.,,noun,,high,LHHL
voc1280,相談,そうだん,k0342,sodan,consultation,action,N3,問題について相談したい。,I want to consult about the problem.,also uses k0278,noun,,very high,LHHL
voc1281,談話,だんわ,k0342,danwa,conversation; talk,action,N3,首相が談話を発表した。,The prime minister issued a statement.,also uses k0252,noun,,medium,LHL
voc1282,面談,めんだん,k0342,mendan,interview; personal meeting,action,N3,先生と面談をした。,I had an interview with the teacher.,also uses k0319,noun,,medium,LHL
voc1283,無料,むりょう,k0343,muryo,free of charge,abstract,N3,このサービスは無料です。,This service is free of charge.,,noun,,very high,LHL
voc1284,無理,むり,k0343,muri,impossible; unreasonable,abstract,N3,無理をしないでください。,Please don't push yourself too hard.,,noun,,very high,LH
voc1285,無駄,むだ,k0343,muda,waste; useless,abstract,N3,無駄な時間を減らしたい。,I want to reduce wasted time.,,noun,,very high,LH
voc1286,地位,ちい,k0344,chii,position; status,society,N3,社会的地位が上がった。,My social status has risen.,,noun,,high,LH
voc1287,単位,たんい,k0344,tani,unit; credit,education,N3,大学の単位を取った。,I earned university credits.,also uses k0410,noun,,high,LH
voc1288,くらい,くらい,k0344,kurai,rank; about (approximation),abstract,N3,どのくらいかかりますか？,About how long will it take?,,noun,,very high,LHL
voc1289,置く,おく,k0345,oku,to place; to put,action,N3,本を棚に置いた。,I placed the book on the shelf.,,verb,,very high,LH
voc1290,位置,いち,k0345,ichi,position; location,place,N3,地図で位置を確認した。,I confirmed the location on the map.,also uses k0344,noun,,very high,LH
voc1291,放置,ほうち,k0345,hochi,abandonment; leaving alone,action,N3,問題を放置してはいけない。,We must not leave the problem unaddressed.,also uses k0348,noun,,medium,LHL
voc1292,流れる,ながれる,k0346,nagareru,to flow,action,N3,川の水が流れている。,The river water is flowing.,,verb,,very high,LHHL
voc1293,流行,りゅうこう,k0346,ryuko,trend; fashion,society,N3,今どんなファッションが流行ですか？,What fashion is trending now?,,noun,,very high,LHHL
voc1294,交流,こうりゅう,k0346,koryu,exchange; interaction,action,N3,文化交流を通じて友人が増えた。,My friends increased through cultural exchange.,also uses k0315,noun,,high,LHHL
voc1295,局長,きょくちょう,k0347,kyokucho,bureau chief; director,people,N3,局長に報告した。,I reported to the bureau chief.,,noun,,medium,LHHL
voc1296,放送局,ほうそうきょく,k0347,hosokyoku,broadcasting station,place,N3,放送局でインタビューを受けた。,I was interviewed at the broadcasting station.,also uses k0348,noun,,medium,LHHHL
voc1297,薬局,やっきょく,k0347,yakkyoku,pharmacy; drugstore,place,N3,近くの薬局に行った。,I went to the nearby pharmacy.,also uses k0267,noun,,very high,LHHL
voc1298,放す,はなす,k0348,hanasu,to release; to let go,action,N3,捕まえた虫を放した。,I released the captured insect.,,verb,,high,LHL
voc1299,放送,ほうそう,k0348,hoso,broadcast,action,N3,テレビで放送を見た。,I watched the broadcast on TV.,,noun,,very high,LHL
voc1300,解放,かいほう,k0348,kaiho,release; liberation,action,N3,ストレスから解放されたい。,I want to be freed from stress.,also uses k0471,noun,,high,LHL
voc1301,球,たま,k0349,tama,ball; sphere,object,N3,子供が球を投げた。,The child threw the ball.,,noun,,very high,LH
voc1302,野球,やきゅう,k0349,yakyu,baseball,sport,N3,野球の試合を見に行った。,I went to watch a baseball game.,,noun,,very high,LHL
voc1303,地球,ちきゅう,k0349,chikyu,Earth; the globe,nature,N3,地球は丸い。,The Earth is round.,,noun,,very high,LHL
voc1304,役に立つ,やくにたつ,k0350,yaku ni tatsu,to be useful,action,N3,この辞書はとても役に立つ。,This dictionary is very useful.,,expression,,very high,LHHLHL
voc1305,役者,やくしゃ,k0350,yakusha,actor; actress,people,N3,彼は有名な役者だ。,He is a famous actor.,,noun,,high,LHL
voc1306,役割,やくわり,k0350,yakuwari,role; function,abstract,N3,自分の役割を果たした。,I fulfilled my own role.,,noun,,very high,LHHL
voc1307,身体,しんたい,k0351,shintai,body; physique,body,N3,身体を鍛えることが大切だ。,It is important to train your body.,,noun,,very high,LHL
voc1308,自身,じしん,k0351,jishin,oneself,abstract,N3,自分自身を信じてください。,Please believe in yourself.,,noun,,very high,LHL
voc1309,身近,みぢか,k0351,mijika,familiar; close at hand,abstract,N3,身近な問題を解決したい。,I want to solve familiar problems.,,adjective,,high,LHHL
voc1310,費用,ひよう,k0352,hiyo,cost; expense,money,N3,費用はいくらかかりますか？,How much will the cost be?,,noun,,very high,LHL
voc1311,交通費,こうつうひ,k0352,kotsubi,transportation cost,money,N3,交通費を会社が払ってくれる。,The company pays my transportation costs.,,noun,,high,LHHHL
voc1312,消費,しょうひ,k0352,shōhi,consumption,economy,N3,エネルギーの消費を減らそう。,Let's reduce energy consumption.,,noun,,very high,LHL
voc1313,付く,つく,k0353,tsuku,to be attached; to stick,action,N3,シールが壁に付いた。,The sticker stuck to the wall.,,verb,,very high,LH
voc1314,気付く,きづく,k0353,kizuku,to notice; to realize,action,N3,間違いに気付いた。,I noticed the mistake.,,verb,,very high,LHHL
voc1315,受付,うけつけ,k0353,uketsuke,reception; front desk,place,N3,受付で名前を書いた。,I wrote my name at the reception desk.,,noun,,very high,LHHL
voc1316,理由,りゆう,k0354,riyu,reason; cause,abstract,N3,理由を説明してください。,Please explain the reason.,,noun,,very high,LHL
voc1317,自由,じゆう,k0354,jiyu,freedom; liberty,abstract,N3,自由に意見を言ってください。,Please feel free to express your opinion.,,noun,,very high,LHL
voc1318,由来,ゆらい,k0354,yurai,origin; derivation,abstract,N3,この言葉の由来を調べた。,I looked up the origin of this word.,,noun,,medium,LHL
voc1319,夫,おっと,k0355,otto,husband,people,N3,夫は今仕事中です。,My husband is working now.,,noun,,very high,LH
voc1320,夫婦,ふうふ,k0355,fufu,married couple,people,N3,その夫婦はとても仲がいい。,That couple gets along very well.,,noun,,very high,LHH
voc1321,夫人,ふじん,k0355,fujin,wife; Mrs.,people,N3,大統領夫人が来日した。,The president's wife visited Japan.,,noun,,high,LHL
voc1322,石,いし,k0356,ishi,stone; rock,nature,N3,道で石を見つけた。,I found a stone on the road.,,noun,,very high,LH
voc1323,石油,せきゆ,k0356,sekiyu,petroleum; oil,nature,N3,石油の価格が上がった。,The price of oil has risen.,,noun,,very high,LHL
voc1324,宝石,ほうせき,k0356,hoseki,jewel; gem,object,N3,彼女は宝石が好きだ。,She likes jewels.,,noun,,high,LHL
voc1325,消える,きえる,k0357,kieru,to disappear; to go out,action,N3,星が朝になって消えた。,The stars disappeared as morning came.,,verb,,very high,LHL
voc1326,消す,けす,k0357,kesu,to erase; to turn off,action,N3,電気を消してください。,Please turn off the lights.,,verb,,very high,LH
voc1327,消化,しょうか,k0357,shoka,digestion,health,N3,消化が悪い食べ物は避けよう。,Let's avoid foods that are hard to digest.,,noun,,high,LHL
voc1328,神社,じんじゃ,k0358,jinja,Shinto shrine,religion,N3,お正月に神社へ行った。,I went to the shrine for New Year's.,,noun,,very high,LHL
voc1329,神様,かみさま,k0358,kamisama,God; deity,religion,N3,神様にお祈りした。,I prayed to God.,,noun,,very high,LHHL
voc1330,精神,せいしん,k0358,seishin,mind; spirit,abstract,N3,精神的に疲れている。,I am mentally tired.,,noun,,very high,LHL
voc1331,番号,ばんごう,k0359,bango,number,abstract,N3,電話番号を教えてください。,Please tell me your phone number.,,noun,,very high,LHHL
voc1332,番組,ばんぐみ,k0359,bangumi,program; broadcast,abstract,N3,好きなテレビ番組を見た。,I watched my favorite TV program.,,noun,,very high,LHHL
voc1333,交番,こうばん,k0359,koban,police box,place,N3,道に迷って交番で聞いた。,I got lost and asked at the police box.,,noun,,very high,LHL
voc1334,被害,ひがい,k0360,higai,damage; harm,abstract,N3,台風による被害が大きかった。,The damage from the typhoon was great.,,noun,,very high,LHL
voc1335,害虫,がいちゅう,k0360,gaichū,harmful insect; pest,nature,N3,畑の害虫を駆除した。,I exterminated the pests in the field.,,noun,,medium,LHHL
voc1336,公害,こうがい,k0360,kogai,pollution; public nuisance,nature,N3,工場の公害問題が深刻だ。,The factory pollution problem is serious.,,noun,,high,LHL
voc1337,配る,くばる,k0361,kubaru,to distribute; to hand out,action,N3,プリントをクラスに配った。,I handed out the printouts to the class.,,verb,,very high,LHL
voc1338,心配,しんぱい,k0361,shinpai,worry; concern,feeling,N3,試験のことが心配だ。,I am worried about the exam.,,noun,,very high,LHL
voc1339,配達,はいたつ,k0361,haitatsu,delivery,action,N3,荷物が今日配達される。,The package will be delivered today.,,noun,,very high,LHHL
voc1340,教育,きょういく,k0362,kyoiku,education,education,N3,子供の教育は大切だ。,Children's education is important.,,noun,,very high,LHHL
voc1341,育てる,そだてる,k0362,sodateru,to raise; to bring up,action,N3,子供を愛情を持って育てた。,I raised my child with love.,,verb,,very high,LHHL
voc1342,育つ,そだつ,k0362,sodatsu,to grow up; to be raised,action,N3,田舎で育ったので自然が好きだ。,I grew up in the countryside so I like nature.,,verb,,very high,LHL
voc1343,席,せき,k0363,seki,seat; place,place,N3,空いている席に座ってください。,Please sit in an empty seat.,,noun,,very high,LH
voc1344,出席,しゅっせき,k0363,shusseki,attendance; presence,education,N3,授業に出席した。,I attended class.,,noun,,very high,LHHL
voc1345,欠席,けっせき,k0363,kesseki,absence,education,N3,病気で欠席した。,I was absent due to illness.,,noun,,very high,LHL
voc1346,残る,のこる,k0364,nokoru,to remain; to be left,action,N3,食べ物が少し残っている。,A little food is left.,,verb,,very high,LHL
voc1347,残念,ざんねん,k0364,zannen,regret; disappointment,feeling,N3,試合に負けて残念だ。,It is a shame that I lost the match.,,noun,,very high,LHHL
voc1348,残業,ざんぎょう,k0364,zangyō,overtime work,work,N3,今日も残業になった。,I have to work overtime again today.,,noun,,very high,LHHL
voc1349,想像,そうぞう,k0365,sozo,imagination,abstract,N3,未来を想像してみた。,I tried to imagine the future.,,noun,,very high,LHL
voc1350,思想,しそう,k0365,shisō,thought; ideology,abstract,N3,哲学的な思想に興味がある。,I am interested in philosophical thought.,,noun,,high,LHL
voc1351,予想,よそう,k0365,yosō,expectation; forecast,abstract,N3,天気予報の予想が当たった。,The weather forecast prediction was correct.,,noun,,very high,LHL
voc1352,念のため,ねんのため,k0366,nen no tame,just to be sure,abstract,N3,念のために確認した。,I confirmed it just to be sure.,,expression,,high,LHLHL
voc1353,記念,きねん,k0366,kinen,commemoration; memory,abstract,N3,卒業記念の写真を撮った。,I took a graduation commemorative photo.,,noun,,very high,LHL
voc1354,専念,せんねん,k0366,sennen,devotion; concentration,abstract,N3,勉強に専念している。,I am devoting myself to studying.,,noun,,medium,LHL
voc1355,助ける,たすける,k0367,tasukeru,to help; to rescue,action,N3,困っている人を助けた。,I helped someone who was in trouble.,,verb,,very high,LHHL
voc1356,助手,じょしゅ,k0367,joshu,assistant; helper,people,N3,研究室の助手として働いている。,I work as a research assistant.,,noun,,high,LHL
voc1357,助言,じょげん,k0367,jogen,advice; counsel,action,N3,先輩に助言をもらった。,I received advice from my senior.,,noun,,medium,LHL
voc1358,労働,ろうどう,k0368,rodo,labor; work,work,N3,労働条件の改善を求めた。,I demanded improvement of working conditions.,,noun,,very high,LHL
voc1359,労力,ろうりょく,k0368,roryoku,effort; labor,work,N3,多くの労力を費やした。,I spent a lot of effort.,,noun,,medium,LHL
voc1360,苦労,くろう,k0368,kuro,hardship; trouble,feeling,N3,仕事で苦労している。,I am having a hard time at work.,,noun,,very high,LHL
voc1361,例えば,たとえば,k0369,tatoeba,for example,abstract,N3,例えばこのような方法がある。,For example there is a method like this.,,adverb,,very high,LHHL
voc1362,例外,れいがい,k0369,reigai,exception,abstract,N3,この規則に例外はない。,There are no exceptions to this rule.,,noun,,very high,LHL
voc1363,前例,ぜんれい,k0369,zenrei,precedent,abstract,N3,前例のない出来事が起きた。,An unprecedented event occurred.,,noun,,medium,LHL
voc1364,当然,とうぜん,k0370,tōzen,naturally; of course,abstract,N3,それは当然の結果だ。,That is a natural result.,,adverb,,very high,LHL
voc1365,自然,しぜん,k0370,shizen,nature; natural,nature,N3,自然の中でリラックスできる。,I can relax in nature.,,noun,,very high,LHL
voc1366,全然,ぜんぜん,k0370,zenzen,not at all; completely,abstract,N3,全然わからない。,I don't understand at all.,,adverb,,very high,LHL
voc1367,追う,おう,k0371,ou,to chase; to follow,action,N3,犯人を警察が追っている。,The police are chasing the criminal.,,verb,,very high,LH
voc1368,追加,ついか,k0371,tsuika,addition; supplement,action,N3,注文に追加してもいいですか？,May I add to the order?,,noun,,very high,LHL
voc1369,追いかける,おいかける,k0371,oikakeru,to chase after,action,N3,走って逃げる子供を追いかけた。,I chased the child who ran away.,,verb,,high,LHHHHL
voc1370,商品,しょうひん,k0372,shohin,product; merchandise,economy,N3,新しい商品を開発した。,We developed a new product.,,noun,,very high,LHL
voc1371,商売,しょうばい,k0372,shobai,business; trade,economy,N3,商売がうまくいっている。,Business is going well.,,noun,,very high,LHHL
voc1372,商店,しょうてん,k0372,shoten,shop; store,economy,N3,商店街を歩いた。,I walked through the shopping district.,,noun,,high,LHL
voc1373,葉,は,k0373,ha,leaf,nature,N3,木の葉が風に揺れている。,The leaves on the tree are swaying in the wind.,,noun,,very high,LH
voc1374,言葉,ことば,k0373,kotoba,word; language,abstract,N3,優しい言葉をかけてくれた。,They said kind words to me.,,noun,,very high,LHL
voc1375,紅葉,こうよう,k0373,kōyō,autumn leaves,nature,N3,山の紅葉が美しい。,The autumn leaves on the mountain are beautiful.,,noun,,high,LHL
voc1376,伝える,つたえる,k0374,tsutaeru,to convey; to communicate,action,N3,気持ちをうまく伝えられた。,I was able to convey my feelings well.,,verb,,very high,LHHL
voc1377,伝わる,つたわる,k0374,tsutawaru,to be conveyed; to spread,action,N3,その知らせが全国に伝わった。,The news spread across the country.,,verb,,very high,LHHL
voc1378,伝統,でんとう,k0374,dentō,tradition,abstract,N3,日本の伝統文化を大切にしたい。,I want to treasure Japan's traditional culture.,,noun,,very high,LHL
voc1379,形,かたち,k0375,katachi,shape; form,abstract,N3,丸い形のケーキを作った。,I made a round-shaped cake.,,noun,,very high,LHL
voc1380,形式,けいしき,k0375,keishiki,format; style,abstract,N3,書類の形式に従って記入した。,I filled it in according to the document format.,,noun,,very high,LHHL
voc1381,人形,にんぎょう,k0375,ningyō,doll,object,N3,子供が人形で遊んでいる。,The child is playing with a doll.,,noun,,very high,LHHL
voc1382,景色,けしき,k0376,keshiki,scenery; view,nature,N3,山頂からの景色が素晴らしい。,The scenery from the mountaintop is wonderful.,,noun,,very high,LHL
voc1383,景気,けいき,k0376,keiki,economic conditions,economy,N3,最近景気が回復してきた。,The economy has been recovering lately.,,noun,,very high,LHL
voc1384,背景,はいけい,k0376,haikei,background; backdrop,abstract,N3,この映画の背景は江戸時代だ。,The background of this movie is the Edo period.,,noun,,high,LHL
voc1385,落ちる,おちる,k0377,ochiru,to fall; to drop,action,N3,財布が床に落ちた。,My wallet fell to the floor.,,verb,,very high,LHL
voc1386,落ち着く,おちつく,k0377,ochitsuku,to calm down; to settle,action,N3,深呼吸して落ち着いた。,I took a deep breath and calmed down.,,verb,,very high,LHHHL
voc1387,落とす,おとす,k0377,otosu,to drop; to lose,action,N3,鍵を落としてしまった。,I dropped my key.,,verb,,very high,LHL
voc1388,負ける,まける,k0378,makeru,to lose; to be defeated,action,N3,試合に負けてしまった。,I lost the match.,,verb,,very high,LHL
voc1389,負担,ふたん,k0378,futan,burden; load,abstract,N3,仕事の負担が大きい。,The workload is heavy.,,noun,,very high,LHL
voc1390,勝負,しょうぶ,k0378,shobu,contest; match,action,N3,公平な勝負をしよう。,Let's have a fair contest.,,noun,,very high,LHL
voc1391,失う,うしなう,k0379,ushinau,to lose; to miss,action,N3,大切なものを失った。,I lost something important.,,verb,,very high,LHHL
voc1392,失敗,しっぱい,k0379,shippai,failure; mistake,action,N3,失敗を恐れずに挑戦しよう。,Let's challenge without fear of failure.,,noun,,very high,LHL
voc1393,失礼,しつれい,k0379,shitsurei,rudeness; excuse me,abstract,N3,失礼ですがお名前は？,Excuse me but what is your name?,,noun,,very high,LHHL
voc1394,差,さ,k0380,sa,difference; gap,abstract,N3,二つの数字の差を計算した。,I calculated the difference between the two numbers.,,noun,,very high,LH
voc1395,差別,さべつ,k0380,sabetsu,discrimination,society,N3,差別のない社会を目指す。,We aim for a society without discrimination.,,noun,,very high,LHL
